8	PG Service	PG	13000.00	Sector 82 A Mohali	Sector 82 A	Triple sharing Room - 13000/- per Head including Food / Electricity \r\nDouble sharing Room - 17000/- per head including Food/Electricity \r\nSeparate Room 25000/- per person including Food/ Electricity\r\n\r\nFacility include - Food/Electricity Bill/ Attach washroom/Ac/Geyser/LED TV/wifi /Daily cleaning in Room/beautiful Terrace garden /For Laundry washing machine \r\n\r\nTerm and condition : \r\n1 Security deposit per head is Compulsory Different for Girls and Boys 24 hours guard Total safe and Secure	Yes	0	4		media/rentals/1000130729_s8woow	2026-05-20 11:48:04.365782+00	15	9115866279	pg-service-qk4sr	2026-05-20 11:59:10.184883+00	1	1	t	0.00
9	Room Rent	3BHK	34000.00	Advocate Society Sector 76 Mohali		Well Maintained Flats, \r\n3BHK \r\n34k + 3k maintenance\r\n\r\nGalaxy heights \r\n2BHK flat \r\n38k rent + Including maintenance	Semi Furnished	0	2		media/rentals/1000130769_mivalf	2026-05-20 12:08:42.585925+00	15	9115866279	room-rent-burss	2026-05-20 12:13:12.997449+00	1	1	t	0.00
\.


